Arquivo,Título,Categoria,Biblioteca,Tamanho,Caminho
"10004-document-information-extractionsd.svg","10004-document-information-extractionsd","ai","ai","M","ai/10004-document-information-extractionsd.svg"
"10010-personalized-recommendationsd.svg","10010-personalized-recommendationsd","ai","ai","M","ai/10010-personalized-recommendationsd.svg"
"20054-data-attribute-recommendationsd.svg","20054-data-attribute-recommendationsd","ai","ai","M","ai/20054-data-attribute-recommendationsd.svg"
"20059-sap-ai-launchpadsd.svg","20059-sap-ai-launchpadsd","ai","ai","M","ai/20059-sap-ai-launchpadsd.svg"
"20095-sap-translation-hubsd.svg","20095-sap-translation-hubsd","ai","ai","M","ai/20095-sap-translation-hubsd.svg"
"20099-service-ticket-intelligencesd.svg","20099-service-ticket-intelligencesd","ai","ai","M","ai/20099-service-ticket-intelligencesd.svg"
"31052-business-entity-recognitionsd.svg","31052-business-entity-recognitionsd","ai","ai","M","ai/31052-business-entity-recognitionsd.svg"
"31103-invoice-object-recommendationsd.svg","31103-invoice-object-recommendationsd","ai","ai","M","ai/31103-invoice-object-recommendationsd.svg"
"31115-sap-digital-assistantsd.svg","31115-sap-digital-assistantsd","ai","ai","M","ai/31115-sap-digital-assistantsd.svg"
"32124-sap-document-grounding.svg","32124-sap-document-grounding","ai","ai","S","ai/32124-sap-document-grounding.svg"
"32132-sap-document-grounding.svg","32132-sap-document-grounding","ai","ai","M","ai/32132-sap-document-grounding.svg"
"48148-sap-document-grounding.svg","48148-sap-document-grounding","ai","ai","L","ai/48148-sap-document-grounding.svg"
"10002-cloud-integration-automationsd.svg","10002-cloud-integration-automationsd","all-icons","all-icons-01","M","all-icons-01/10002-cloud-integration-automationsd.svg"
"10004-document-information-extractionsd.svg","10004-document-information-extractionsd","all-icons","all-icons-01","L","all-icons-01/10004-document-information-extractionsd.svg"
"10007-intelligent-situation-automationsd.svg","10007-intelligent-situation-automationsd","all-icons","all-icons-01","M","all-icons-01/10007-intelligent-situation-automationsd.svg"
"10009-object-store-on-sap-btpsd.svg","10009-object-store-on-sap-btpsd","all-icons","all-icons-01","M","all-icons-01/10009-object-store-on-sap-btpsd.svg"
"10010-personalized-recommendationsd.svg","10010-personalized-recommendationsd","all-icons","all-icons-01","L","all-icons-01/10010-personalized-recommendationsd.svg"
"10013-sap-analytics-cloud-embedded-editionsd.svg","10013-sap-analytics-cloud-embedded-editionsd","all-icons","all-icons-01","M","all-icons-01/10013-sap-analytics-cloud-embedded-editionsd.svg"
"10014-sap-audit-log-servicesd.svg","10014-sap-audit-log-servicesd","all-icons","all-icons-01","M","all-icons-01/10014-sap-audit-log-servicesd.svg"
"10017-sap-btpcloud-foundry-runtimesd.svg","10017-sap-btpcloud-foundry-runtimesd","all-icons","all-icons-01","M","all-icons-01/10017-sap-btpcloud-foundry-runtimesd.svg"
"10022-sap-continuous-integration-and-deliverysd.svg","10022-sap-continuous-integration-and-deliverysd","all-icons","all-icons-01","M","all-icons-01/10022-sap-continuous-integration-and-deliverysd.svg"
"10023-sap-data-privacy-integrationsd.svg","10023-sap-data-privacy-integrationsd","all-icons","all-icons-01","M","all-icons-01/10023-sap-data-privacy-integrationsd.svg"
"10025-sap-dataspheresd.svg","10025-sap-dataspheresd","all-icons","all-icons-01","M","all-icons-01/10025-sap-dataspheresd.svg"
"10030-sap-html5-application-repository-service-for-sap-btp-sd.svg","10030-sap-html5-application-repository-service-for-sap-btp sd","all-icons","all-icons-01","M","all-icons-01/10030-sap-html5-application-repository-service-for-sap-btp-sd.svg"
"10035-sap-cloud-identitysap-keystore-servicesd.svg","10035-sap-cloud-identitysap-keystore-servicesd","all-icons","all-icons-01","M","all-icons-01/10035-sap-cloud-identitysap-keystore-servicesd.svg"
"10037-sap-cloud-identitysap-malware-scanning-servicesd.svg","10037-sap-cloud-identitysap-malware-scanning-servicesd","all-icons","all-icons-01","M","all-icons-01/10037-sap-cloud-identitysap-malware-scanning-servicesd.svg"
"10039-sap-master-data-integrationsd.svg","10039-sap-master-data-integrationsd","all-icons","all-icons-01","M","all-icons-01/10039-sap-master-data-integrationsd.svg"
"10042-sap-private-link-servicesd.svg","10042-sap-private-link-servicesd","all-icons","all-icons-01","M","all-icons-01/10042-sap-private-link-servicesd.svg"
"10044-sap-s4hana-cloud-for-intelligent-intercompany-reconciliationsd.svg","10044-sap-s4hana-cloud-for-intelligent-intercompany-reconciliationsd","all-icons","all-icons-01","M","all-icons-01/10044-sap-s4hana-cloud-for-intelligent-intercompany-reconciliationsd.svg"
"20016-sap-btpabap-environmentsd.svg","20016-sap-btpabap-environmentsd","all-icons","all-icons-01","M","all-icons-01/20016-sap-btpabap-environmentsd.svg"
"20036-sap-landscape-management-cloudsd.svg","20036-sap-landscape-management-cloudsd","all-icons","all-icons-01","M","all-icons-01/20036-sap-landscape-management-cloudsd.svg"
"20049-ui5-flexibility-for-key-userssd.svg","20049-ui5-flexibility-for-key-userssd","all-icons","all-icons-01","M","all-icons-01/20049-ui5-flexibility-for-key-userssd.svg"
"20051-application-autoscalersd.svg","20051-application-autoscalersd","all-icons","all-icons-01","M","all-icons-01/20051-application-autoscalersd.svg"
"20053-sap-cloud-management-service-for-sap-btpsd.svg","20053-sap-cloud-management-service-for-sap-btpsd","all-icons","all-icons-01","M","all-icons-01/20053-sap-cloud-management-service-for-sap-btpsd.svg"
"20054-data-attribute-recommendationsd.svg","20054-data-attribute-recommendationsd","all-icons","all-icons-01","L","all-icons-01/20054-data-attribute-recommendationsd.svg"
"20059-sap-ai-launchpadsd.svg","20059-sap-ai-launchpadsd","all-icons","all-icons-01","L","all-icons-01/20059-sap-ai-launchpadsd.svg"
"20061-sap-analytics-cloudsd.svg","20061-sap-analytics-cloudsd","all-icons","all-icons-01","M","all-icons-01/20061-sap-analytics-cloudsd.svg"
"20062-sap-application-logging-service-for-sap-btpsd.svg","20062-sap-application-logging-service-for-sap-btpsd","all-icons","all-icons-01","M","all-icons-01/20062-sap-application-logging-service-for-sap-btpsd.svg"
"20065-sap-btpkyma-runtimesd.svg","20065-sap-btpkyma-runtimesd","all-icons","all-icons-01","M","all-icons-01/20065-sap-btpkyma-runtimesd.svg"
"20069-sap-business-application-studiosd.svg","20069-sap-business-application-studiosd","all-icons","all-icons-01","M","all-icons-01/20069-sap-business-application-studiosd.svg"
"20070-oauth-20-on-sap-btpsd.svg","20070-oauth-20-on-sap-btpsd","all-icons","all-icons-01","M","all-icons-01/20070-oauth-20-on-sap-btpsd.svg"
"20074-sap-cloud-identitysap-custom-domain-servicesd.svg","20074-sap-cloud-identitysap-custom-domain-servicesd","all-icons","all-icons-01","M","all-icons-01/20074-sap-cloud-identitysap-custom-domain-servicesd.svg"
"20076-sap-cloud-transport-managementsd.svg","20076-sap-cloud-transport-managementsd","all-icons","all-icons-02","M","all-icons-02/20076-sap-cloud-transport-managementsd.svg"
"20080-sap-destination-servicesd.svg","20080-sap-destination-servicesd","all-icons","all-icons-02","M","all-icons-02/20080-sap-destination-servicesd.svg"
"20083-sap-hana-cloudsd.svg","20083-sap-hana-cloudsd","all-icons","all-icons-02","M","all-icons-02/20083-sap-hana-cloudsd.svg"
"20090-sap-job-scheduling-servicesd.svg","20090-sap-job-scheduling-servicesd","all-icons","all-icons-02","M","all-icons-02/20090-sap-job-scheduling-servicesd.svg"
"20091-sap-mobile-servicessdsvg.svg","20091-sap-mobile-servicessdsvg","all-icons","all-icons-02","M","all-icons-02/20091-sap-mobile-servicessdsvg.svg"
"20092-sap-monitoring-service-for-sap-btpsd.svg","20092-sap-monitoring-service-for-sap-btpsd","all-icons","all-icons-02","M","all-icons-02/20092-sap-monitoring-service-for-sap-btpsd.svg"
"20093-sap-omnichannel-promotion-pricingsd.svg","20093-sap-omnichannel-promotion-pricingsd","all-icons","all-icons-02","M","all-icons-02/20093-sap-omnichannel-promotion-pricingsd.svg"
"20094-sap-persistence-service-asesd.svg","20094-sap-persistence-service-asesd","all-icons","all-icons-02","M","all-icons-02/20094-sap-persistence-service-asesd.svg"
"20095-sap-translation-hubsd.svg","20095-sap-translation-hubsd","all-icons","all-icons-02","L","all-icons-02/20095-sap-translation-hubsd.svg"
"20096-sap-variant-configuration-and-pricingsd.svg","20096-sap-variant-configuration-and-pricingsd","all-icons","all-icons-02","M","all-icons-02/20096-sap-variant-configuration-and-pricingsd.svg"
"20098-service-managersd.svg","20098-service-managersd","all-icons","all-icons-02","M","all-icons-02/20098-service-managersd.svg"
"20099-service-ticket-intelligencesd.svg","20099-service-ticket-intelligencesd","all-icons","all-icons-02","L","all-icons-02/20099-service-ticket-intelligencesd.svg"
"31015-sap-cloud-identitysap-authorization-and-trust-management-servicesd.svg","31015-sap-cloud-identitysap-authorization-and-trust-management-servicesd","all-icons","all-icons-02","M","all-icons-02/31015-sap-cloud-identitysap-authorization-and-trust-management-servicesd.svg"
"31018-sap-build-work-zone-advanced-edition-sd.svg","31018-sap-build-work-zone advanced-edition sd","all-icons","all-icons-02","M","all-icons-02/31018-sap-build-work-zone-advanced-edition-sd.svg"
"31021-sap-content-agent-servicesd.svg","31021-sap-content-agent-servicesd","all-icons","all-icons-02","L","all-icons-02/31021-sap-content-agent-servicesd.svg"
"31024-sap-data-retention-managersd.svg","31024-sap-data-retention-managersd","all-icons","all-icons-02","M","all-icons-02/31024-sap-data-retention-managersd.svg"
"31027-sap-document-management-servicesd.svg","31027-sap-document-management-servicesd","all-icons","all-icons-02","M","all-icons-02/31027-sap-document-management-servicesd.svg"
"31037-event-meshsd.svg","31037-event-meshsd","all-icons","all-icons-02","M","all-icons-02/31037-event-meshsd.svg"
"31040-sap-personal-data-managersd.svg","31040-sap-personal-data-managersd","all-icons","all-icons-02","M","all-icons-02/31040-sap-personal-data-managersd.svg"
"31043-sap-responsibility-management-servicesd.svg","31043-sap-responsibility-management-servicesd","all-icons","all-icons-02","M","all-icons-02/31043-sap-responsibility-management-servicesd.svg"
"31045-sap-solution-lifecycle-management-service-for-sap-btpsd.svg","31045-sap-solution-lifecycle-management-service-for-sap-btpsd","all-icons","all-icons-02","M","all-icons-02/31045-sap-solution-lifecycle-management-service-for-sap-btpsd.svg"
"31046-sap-task-center-sd.svg","31046-sap-task-center sd","all-icons","all-icons-02","M","all-icons-02/31046-sap-task-center-sd.svg"
"31052-business-entity-recognitionsd.svg","31052-business-entity-recognitionsd","all-icons","all-icons-02","L","all-icons-02/31052-business-entity-recognitionsd.svg"
"31060-sap-alert-notification-service-for-sap-btpsd.svg","31060-sap-alert-notification-service-for-sap-btpsd","all-icons","all-icons-02","M","all-icons-02/31060-sap-alert-notification-service-for-sap-btpsd.svg"
"31063-sap-automation-pilotsd.svg","31063-sap-automation-pilotsd","all-icons","all-icons-02","M","all-icons-02/31063-sap-automation-pilotsd.svg"
"31066-sap-build-apps-sd.svg","31066-sap-build-apps sd","all-icons","all-icons-02","M","all-icons-02/31066-sap-build-apps-sd.svg"
"31067-sap-build-process-automationsd.svg","31067-sap-build-process-automationsd","all-icons","all-icons-02","M","all-icons-02/31067-sap-build-process-automationsd.svg"
"31068-sap-build-work-zonesd.svg","31068-sap-build-work-zonesd","all-icons","all-icons-02","M","all-icons-02/31068-sap-build-work-zonesd.svg"
"31073-sap-cloud-identitysap-credential-storesd.svg","31073-sap-cloud-identitysap-credential-storesd","all-icons","all-icons-02","M","all-icons-02/31073-sap-cloud-identitysap-credential-storesd.svg"
"31085-sap-hana-spatial-servicessd.svg","31085-sap-hana-spatial-servicessd","all-icons","all-icons-02","M","all-icons-02/31085-sap-hana-spatial-servicessd.svg"
"31103-invoice-object-recommendationsd.svg","31103-invoice-object-recommendationsd","all-icons","all-icons-03","L","all-icons-03/31103-invoice-object-recommendationsd.svg"
"31104-landscape-portal-for-sap-s4hana-cloudabap-environmentsd.svg","31104-landscape-portal-for-sap-s4hana-cloudabap-environmentsd","all-icons","all-icons-03","M","all-icons-03/31104-landscape-portal-for-sap-s4hana-cloudabap-environmentsd.svg"
"31109-sap-build-code-sd.svg","31109-sap-build-code sd","all-icons","all-icons-03","M","all-icons-03/31109-sap-build-code-sd.svg"
"31109-sap-build-codesd.svg","31109-sap-build-codesd","all-icons","all-icons-03","S","all-icons-03/31109-sap-build-codesd.svg"
"31112-cloud-loggingsd.svg","31112-cloud-loggingsd","all-icons","all-icons-03","M","all-icons-03/31112-cloud-loggingsd.svg"
"31112-sap-cloud-loggingsd.svg","31112-sap-cloud-loggingsd","all-icons","all-icons-03","S","all-icons-03/31112-sap-cloud-loggingsd.svg"
"31113-sap-connectivity-servicesd.svg","31113-sap-connectivity-servicesd","all-icons","all-icons-03","M","all-icons-03/31113-sap-connectivity-servicesd.svg"
"31115-sap-digital-assistantsd.svg","31115-sap-digital-assistantsd","all-icons","all-icons-03","L","all-icons-03/31115-sap-digital-assistantsd.svg"
"31117-sap-green-tokensd.svg","31117-sap-green-tokensd","all-icons","all-icons-03","M","all-icons-03/31117-sap-green-tokensd.svg"
"31118-sap-health-data-services-for-fhirsd.svg","31118-sap-health-data-services-for-fhirsd","all-icons","all-icons-03","M","all-icons-03/31118-sap-health-data-services-for-fhirsd.svg"
"31119-sap-master-data-governancesd.svg","31119-sap-master-data-governancesd","all-icons","all-icons-03","M","all-icons-03/31119-sap-master-data-governancesd.svg"
"31120-sap-software-as-a-service-provisioning-servicesd.svg","31120-sap-software-as-a-service-provisioning-servicesd","all-icons","all-icons-03","M","all-icons-03/31120-sap-software-as-a-service-provisioning-servicesd.svg"
"32021-sap-content-agent-servicesd.svg","32021-sap-content-agent-servicesd","all-icons","all-icons-03","M","all-icons-03/32021-sap-content-agent-servicesd.svg"
"32032-advanced-event-meshsd.svg","32032-advanced-event-meshsd","all-icons","all-icons-03","M","all-icons-03/32032-advanced-event-meshsd.svg"
"32071-sap-identity-authentication.svg","32071-sap-identity-authentication","all-icons","all-icons-03","M","all-icons-03/32071-sap-identity-authentication.svg"
"32072-sap-identity-provisoning.svg","32072-sap-identity-provisoning","all-icons","all-icons-03","M","all-icons-03/32072-sap-identity-provisoning.svg"
"32082-sap-event-broker-for-sap-cloud-applicationssd.svg","32082-sap-event-broker-for-sap-cloud-applicationssd","all-icons","all-icons-03","M","all-icons-03/32082-sap-event-broker-for-sap-cloud-applicationssd.svg"
"32086-sap-integration-suitesd.svg","32086-sap-integration-suitesd","all-icons","all-icons-03","M","all-icons-03/32086-sap-integration-suitesd.svg"
"32087-graphsd.svg","32087-graphsd","all-icons","all-icons-03","M","all-icons-03/32087-graphsd.svg"
"32124-sap-document-grounding.svg","32124-sap-document-grounding","all-icons","all-icons-03","S","all-icons-03/32124-sap-document-grounding.svg"
"32127-sap-authorization-managementsd.svg","32127-sap-authorization-managementsd","all-icons","all-icons-03","M","all-icons-03/32127-sap-authorization-managementsd.svg"
"32128-sap-identity-directory.svg","32128-sap-identity-directory","all-icons","all-icons-03","M","all-icons-03/32128-sap-identity-directory.svg"
"32129-sap-cloud-identity-service.svg","32129-sap-cloud-identity-service","all-icons","all-icons-03","M","all-icons-03/32129-sap-cloud-identity-service.svg"
"32130-sap-secure-login-service-for-sap-guisd.svg","32130-sap-secure-login-service-for-sap-guisd","all-icons","all-icons-03","M","all-icons-03/32130-sap-secure-login-service-for-sap-guisd.svg"
"32131-sap-digital-manufacturingsd.svg","32131-sap-digital-manufacturingsd","all-icons","all-icons-03","M","all-icons-03/32131-sap-digital-manufacturingsd.svg"
"32133-api-managementsd.svg","32133-api-managementsd","all-icons","all-icons-03","M","all-icons-03/32133-api-managementsd.svg"
"32134-cloud-integrationsd.svg","32134-cloud-integrationsd","all-icons","all-icons-03","M","all-icons-03/32134-cloud-integrationsd.svg"
"32135-data-space-integrationsd.svg","32135-data-space-integrationsd","all-icons","all-icons-03","M","all-icons-03/32135-data-space-integrationsd.svg"
"32136-edge-integration-cellsd.svg","32136-edge-integration-cellsd","all-icons","all-icons-03","M","all-icons-03/32136-edge-integration-cellsd.svg"
"32138-integration-advisorsd.svg","32138-integration-advisorsd","all-icons","all-icons-03","M","all-icons-03/32138-integration-advisorsd.svg"
"32139-integration-assessmentsd.svg","32139-integration-assessmentsd","all-icons","all-icons-04","M","all-icons-04/32139-integration-assessmentsd.svg"
"32140-migration-assessmentsd.svg","32140-migration-assessmentsd","all-icons","all-icons-04","M","all-icons-04/32140-migration-assessmentsd.svg"
"32141-open-connectorssd.svg","32141-open-connectorssd","all-icons","all-icons-04","M","all-icons-04/32141-open-connectorssd.svg"
"32142-trading-partner-managementsd.svg","32142-trading-partner-managementsd","all-icons","all-icons-04","M","all-icons-04/32142-trading-partner-managementsd.svg"
"32146-sap-sustainability-data-exchangesd.svg","32146-sap-sustainability-data-exchangesd","all-icons","all-icons-04","M","all-icons-04/32146-sap-sustainability-data-exchangesd.svg"
"32147-sap-ui-theme-designer.svg","32147-sap-ui-theme-designer","all-icons","all-icons-04","M","all-icons-04/32147-sap-ui-theme-designer.svg"
"32148-cloud-connector.svg","32148-cloud-connector","all-icons","all-icons-04","M","all-icons-04/32148-cloud-connector.svg"
"32149-sap-collaborative-demand-and-capacity-managementsd.svg","32149-sap-collaborative-demand-and-capacity-managementsd","all-icons","all-icons-04","M","all-icons-04/32149-sap-collaborative-demand-and-capacity-managementsd.svg"
"32152-sap-watch-list-screeningsd.svg","32152-sap-watch-list-screeningsd","all-icons","all-icons-04","M","all-icons-04/32152-sap-watch-list-screeningsd.svg"
"32153-sap-business-accelerator--hubsd.svg","32153-sap-business-accelerator- hubsd","all-icons","all-icons-04","M","all-icons-04/32153-sap-business-accelerator--hubsd.svg"
"32154-sap-api-hub-enterprise.svg","32154-sap-api-hub-enterprise","all-icons","all-icons-04","M","all-icons-04/32154-sap-api-hub-enterprise.svg"
"32156-sap-pki-certificate-servicesd.svg","32156-sap-pki-certificate-servicesd","all-icons","all-icons-04","M","all-icons-04/32156-sap-pki-certificate-servicesd.svg"
"33122-extensibility-service-for-sap-btpsd.svg","33122-extensibility-service-for-SAP-BTPsd","all-icons","all-icons-04","M","all-icons-04/33122-extensibility-service-for-sap-btpsd.svg"
"33123-business-process-model-connector-for-sap-signavio-solutionssd.svg","33123-business-process-model-connector-for-sap-signavio-solutionssd","all-icons","all-icons-04","M","all-icons-04/33123-business-process-model-connector-for-sap-signavio-solutionssd.svg"
"33126-sap-asset-performance-managementsd.svg","33126-sap-asset-performance-managementsd","all-icons","all-icons-04","M","all-icons-04/33126-sap-asset-performance-managementsd.svg"
"33146-sap-cloud-application-programming-modelsd.svg","33146-sap-cloud-application-programming-modelsd","all-icons","all-icons-04","M","all-icons-04/33146-sap-cloud-application-programming-modelsd.svg"
"33147-sap-project-and-resource-managementsd.svg","33147-sap-project-and-resource-managementsd","all-icons","all-icons-04","M","all-icons-04/33147-sap-project-and-resource-managementsd.svg"
"33149-sap-s4hana-for-microsoft-teamssd.svg","33149-sap-s4hana-for-microsoft-teamssd","all-icons","all-icons-04","M","all-icons-04/33149-sap-s4hana-for-microsoft-teamssd.svg"
"34152-sap-business-data-cloudsd.svg","34152-sap-business-data-cloudsd","all-icons","all-icons-04","M","all-icons-04/34152-sap-business-data-cloudsd.svg"
"34156-sap-cloud-almsd.svg","34156-sap-cloud-almsd","all-icons","all-icons-04","M","all-icons-04/34156-sap-cloud-almsd.svg"
"34157-sap-buildsd.svg","34157-sap-buildsd","all-icons","all-icons-04","M","all-icons-04/34157-sap-buildsd.svg"
"34158-application-frontend-servicesd.svg","34158-application-frontend-servicesd","all-icons","all-icons-04","M","all-icons-04/34158-application-frontend-servicesd.svg"
"35158-joule-studiosd.svg","35158-joule studiosd","all-icons","all-icons-04","M","all-icons-04/35158-joule-studiosd.svg"
"48048-advanced-event-meshsd.svg","48048-advanced-event-meshsd","all-icons","all-icons-04","L","all-icons-04/48048-advanced-event-meshsd.svg"
"48071-sap-identity-authentication.svg","48071-sap-identity-authentication","all-icons","all-icons-04","L","all-icons-04/48071-sap-identity-authentication.svg"
"48072-sap-identity-provisoning.svg","48072-sap-identity-provisoning","all-icons","all-icons-04","L","all-icons-04/48072-sap-identity-provisoning.svg"
"48082-sap-event-broker-for-sap-cloud-applicationssd.svg","48082-sap-event-broker-for-sap-cloud-applicationssd","all-icons","all-icons-04","L","all-icons-04/48082-sap-event-broker-for-sap-cloud-applicationssd.svg"
"48086-sap-integration-suitesd.svg","48086-sap-integration-suitesd","all-icons","all-icons-04","L","all-icons-04/48086-sap-integration-suitesd.svg"
"48087-graphsd.svg","48087-graphsd","all-icons","all-icons-04","L","all-icons-04/48087-graphsd.svg"
"48127-sap-authorization-managementsd.svg","48127-sap-authorization-managementsd","all-icons","all-icons-04","L","all-icons-04/48127-sap-authorization-managementsd.svg"
"48128-sap-identity-directory.svg","48128-sap-identity-directory","all-icons","all-icons-05","L","all-icons-05/48128-sap-identity-directory.svg"
"48129-sap-cloud-identity-service.svg","48129-sap-cloud-identity-service","all-icons","all-icons-05","L","all-icons-05/48129-sap-cloud-identity-service.svg"
"48130-sap-secure-login-service-for-sap-guisd.svg","48130-sap-secure-login-service-for-sap-guisd","all-icons","all-icons-05","L","all-icons-05/48130-sap-secure-login-service-for-sap-guisd.svg"
"48133-api-managementsd.svg","48133-api-managementsd","all-icons","all-icons-05","L","all-icons-05/48133-api-managementsd.svg"
"48134-cloud-integrationsd.svg","48134-cloud-integrationsd","all-icons","all-icons-05","L","all-icons-05/48134-cloud-integrationsd.svg"
"48135-data-space-integrationsd.svg","48135-data-space-integrationsd","all-icons","all-icons-05","L","all-icons-05/48135-data-space-integrationsd.svg"
"48136-edge-integration-cellsd.svg","48136-edge-integration-cellsd","all-icons","all-icons-05","L","all-icons-05/48136-edge-integration-cellsd.svg"
"48138-integration-advisorsd.svg","48138-integration-advisorsd","all-icons","all-icons-05","L","all-icons-05/48138-integration-advisorsd.svg"
"48139-integration-assessmentsd.svg","48139-integration-assessmentsd","all-icons","all-icons-05","L","all-icons-05/48139-integration-assessmentsd.svg"
"48140-migration-assessmentsd.svg","48140-migration-assessmentsd","all-icons","all-icons-05","L","all-icons-05/48140-migration-assessmentsd.svg"
"48141-open-connectorssd.svg","48141-open-connectorssd","all-icons","all-icons-05","L","all-icons-05/48141-open-connectorssd.svg"
"48142-trading-partner-managementsd.svg","48142-trading-partner-managementsd","all-icons","all-icons-05","L","all-icons-05/48142-trading-partner-managementsd.svg"
"48147-sap-ui-theme-designer.svg","48147-sap-ui-theme-designer","all-icons","all-icons-05","L","all-icons-05/48147-sap-ui-theme-designer.svg"
"48148-cloud-connector.svg","48148-cloud-connector","all-icons","all-icons-05","L","all-icons-05/48148-cloud-connector.svg"
"48148-sap-document-grounding.svg","48148-sap-document-grounding","all-icons","all-icons-05","L","all-icons-05/48148-sap-document-grounding.svg"
"48153-sap-business-accelerator--hubsd.svg","48153-sap-business-accelerator- hubsd","all-icons","all-icons-05","L","all-icons-05/48153-sap-business-accelerator--hubsd.svg"
"48154-sap-api-hub-enterprise.svg","48154-sap-api-hub-enterprise","all-icons","all-icons-05","L","all-icons-05/48154-sap-api-hub-enterprise.svg"
"10030-sap-html5-application-repository-service-for-sap-btp-sd.svg","10030-sap-html5-application-repository-service-for-sap-btp sd","app-dev-automation","app-dev-automation","M","app-dev-automation/10030-sap-html5-application-repository-service-for-sap-btp-sd.svg"
"20016-sap-btpabap-environmentsd.svg","20016-sap-btpabap-environmentsd","app-dev-automation","app-dev-automation","M","app-dev-automation/20016-sap-btpabap-environmentsd.svg"
"20049-ui5-flexibility-for-key-userssd.svg","20049-ui5-flexibility-for-key-userssd","app-dev-automation","app-dev-automation","M","app-dev-automation/20049-ui5-flexibility-for-key-userssd.svg"
"20069-sap-business-application-studiosd.svg","20069-sap-business-application-studiosd","app-dev-automation","app-dev-automation","M","app-dev-automation/20069-sap-business-application-studiosd.svg"
"20091-sap-mobile-servicessdsvg.svg","20091-sap-mobile-servicessdsvg","app-dev-automation","app-dev-automation","M","app-dev-automation/20091-sap-mobile-servicessdsvg.svg"
"31018-sap-build-work-zone-advanced-edition-sd.svg","31018-sap-build-work-zone advanced-edition sd","app-dev-automation","app-dev-automation","M","app-dev-automation/31018-sap-build-work-zone-advanced-edition-sd.svg"
"31046-sap-task-center-sd.svg","31046-sap-task-center sd","app-dev-automation","app-dev-automation","M","app-dev-automation/31046-sap-task-center-sd.svg"
"31066-sap-build-apps-sd.svg","31066-sap-build-apps sd","app-dev-automation","app-dev-automation","M","app-dev-automation/31066-sap-build-apps-sd.svg"
"31067-sap-build-process-automationsd.svg","31067-sap-build-process-automationsd","app-dev-automation","app-dev-automation","M","app-dev-automation/31067-sap-build-process-automationsd.svg"
"31068-sap-build-work-zonesd.svg","31068-sap-build-work-zonesd","app-dev-automation","app-dev-automation","M","app-dev-automation/31068-sap-build-work-zonesd.svg"
"31109-sap-build-code-sd.svg","31109-sap-build-code sd","app-dev-automation","app-dev-automation","M","app-dev-automation/31109-sap-build-code-sd.svg"
"31109-sap-build-codesd.svg","31109-sap-build-codesd","app-dev-automation","app-dev-automation","S","app-dev-automation/31109-sap-build-codesd.svg"
"32147-sap-ui-theme-designer.svg","32147-sap-ui-theme-designer","app-dev-automation","app-dev-automation","M","app-dev-automation/32147-sap-ui-theme-designer.svg"
"33122-extensibility-service-for-sap-btpsd.svg","33122-extensibility-service-for-SAP-BTPsd","app-dev-automation","app-dev-automation","M","app-dev-automation/33122-extensibility-service-for-sap-btpsd.svg"
"33146-sap-cloud-application-programming-modelsd.svg","33146-sap-cloud-application-programming-modelsd","app-dev-automation","app-dev-automation","M","app-dev-automation/33146-sap-cloud-application-programming-modelsd.svg"
"34157-sap-buildsd.svg","34157-sap-buildsd","app-dev-automation","app-dev-automation","M","app-dev-automation/34157-sap-buildsd.svg"
"34158-application-frontend-servicesd.svg","34158-application-frontend-servicesd","app-dev-automation","app-dev-automation","M","app-dev-automation/34158-application-frontend-servicesd.svg"
"35158-joule-studiosd.svg","35158-joule studiosd","app-dev-automation","app-dev-automation","M","app-dev-automation/35158-joule-studiosd.svg"
"48147-sap-ui-theme-designer.svg","48147-sap-ui-theme-designer","app-dev-automation","app-dev-automation","L","app-dev-automation/48147-sap-ui-theme-designer.svg"
"10007-intelligent-situation-automationsd.svg","10007-intelligent-situation-automationsd","btp-saas","btp-saas","M","btp-saas/10007-intelligent-situation-automationsd.svg"
"10044-sap-s4hana-cloud-for-intelligent-intercompany-reconciliationsd.svg","10044-sap-s4hana-cloud-for-intelligent-intercompany-reconciliationsd","btp-saas","btp-saas","M","btp-saas/10044-sap-s4hana-cloud-for-intelligent-intercompany-reconciliationsd.svg"
"20036-sap-landscape-management-cloudsd.svg","20036-sap-landscape-management-cloudsd","btp-saas","btp-saas","M","btp-saas/20036-sap-landscape-management-cloudsd.svg"
"20093-sap-omnichannel-promotion-pricingsd.svg","20093-sap-omnichannel-promotion-pricingsd","btp-saas","btp-saas","M","btp-saas/20093-sap-omnichannel-promotion-pricingsd.svg"
"20096-sap-variant-configuration-and-pricingsd.svg","20096-sap-variant-configuration-and-pricingsd","btp-saas","btp-saas","M","btp-saas/20096-sap-variant-configuration-and-pricingsd.svg"
"31043-sap-responsibility-management-servicesd.svg","31043-sap-responsibility-management-servicesd","btp-saas","btp-saas","M","btp-saas/31043-sap-responsibility-management-servicesd.svg"
"31117-sap-green-tokensd.svg","31117-sap-green-tokensd","btp-saas","btp-saas","M","btp-saas/31117-sap-green-tokensd.svg"
"31118-sap-health-data-services-for-fhirsd.svg","31118-sap-health-data-services-for-fhirsd","btp-saas","btp-saas","M","btp-saas/31118-sap-health-data-services-for-fhirsd.svg"
"32131-sap-digital-manufacturingsd.svg","32131-sap-digital-manufacturingsd","btp-saas","btp-saas","M","btp-saas/32131-sap-digital-manufacturingsd.svg"
